Hoarding Code,City,(Area/Zone),Location / Landmark,Facing Direction,Size (Width x Height),Position,Hoarding Type,Illumination,Latitude,Longitude,Ownership,Sq. Ft.,Landlord
MERR-DC-S5,Mehsana,Radhanpur road,Nr. Kalapinagar Society,Radhanpur Circle to Dmart Circle,25 x 25,Solo,Hoarding,NL,23.6112691,72.3640402,Private,625,Shivganga School
MERR-RC-S3,Mehsana,Radhanpur road,Nr. Kalapinagar Society,Dmart Circle to Radhanpur Circle,25 x 25,Solo,Hoarding,NL,23.6112691,72.3640402,Private,625,
MERR-DC-S6,Mehsana,Radhanpur road,Nr. Bata Showroom,Radhanpur Circle to Dmart Circle,25 x 20,Solo,Hoarding,NL,23.6103051,72.3658162,Private,500,Pinky Motors
MERR-RC-S4,Mehsana,Radhanpur road,Nr. Bata Showroom,Dmart Circle to Radhanpur Circle,10 x 20,Solo,Hoarding,NL,23.6103051,72.3658162,Private,200,
MERR-DC-S7,Mehsana,Radhanpur road,Nr. Kalapinagar Society,Radhanpur Circle to Dmart Circle,30 x 15,Solo,Hoarding,NL,23.6107672,72.3654225,Private,450,Kalapinagar Society
MERR-RC-S5,Mehsana,Radhanpur road,Nr. Kalapinagar Society,Dmart Circle to Radhanpur Circle,30 x 15,Solo,Hoarding,NL,23.6107672,72.3654225,Private,450,
MERR-DC-U4,Mehsana,Radhanpur road,Nr. Rajdhani Township,Radhanpur Circle to Dmart Circle,40 x 20,Upper,Hoarding,NL,23.6104338,72.3667288,Private,800,
MERR-DC-D4,Mehsana,Radhanpur road,Nr. Rajdhani Township,Radhanpur Circle to Dmart Circle,40 x 15,Lower,Hoarding,NL,23.6104338,72.3667288,Private,600,
MERR-RC-U5,Mehsana,Radhanpur road,"Nr. Kamalpath, Opp. Rajdhani Township",Dmart Circle to Radhanpur Circle,25 x 15,Upper,Hoarding,NL,23.6098222,72.3673098,Private,375,Ramesh Rangoli TVS
MERR-RC-D5,Mehsana,Radhanpur road,"Nr. Kamalpath, Opp. Rajdhani Township",Dmart Circle to Radhanpur Circle,25 x 15,Lower,Hoarding,NL,23.6098222,72.3673098,Private,375,
MERR-DC-U5,Mehsana,Radhanpur road,"Nr. Kamalpath, Opp. Rajdhani Township",Radhanpur Circle to Dmart Circle,30 x 15,Upper,Hoarding,NL,23.609718,72.3676632,Private,450,Ramesh Rangoli Kamalpath
MERR-DC-D5,Mehsana,Radhanpur road,"Nr. Kamalpath, Opp. Rajdhani Township",Radhanpur Circle to Dmart Circle,30 x 15,Lower,Hoarding,NL,23.609718,72.3676632,Private,450,
MERR-RC-S8,Mehsana,Radhanpur road,Nr. Kamalpath,Dmart Circle to Radhanpur Circle,20 x 10,Solo,Hoarding,NL,23.6099918,72.3679817,GOV - MMC,200,MMC
MERR-DC-S8,Mehsana,Radhanpur road,Nr. Kamalpath,Radhanpur Circle to Dmart Circle,20 x 10,Solo,Hoarding,NL,23.6099918,72.3679817,GOV - MMC,200,
MERR-RC-S9,Mehsana,Radhanpur road,Nr. Kamalpath,Dmart Circle to Radhanpur Circle,20 x 10,Solo,Hoarding,NL,23.6098885,72.3683358,GOV - MMC,200,
MERR-DC-S9,Mehsana,Radhanpur road,Nr. Kamalpath,Radhanpur Circle to Dmart Circle,20 x 10,Solo,Hoarding,NL,23.6098885,72.3683358,GOV - MMC,200,
MEFC-PM-U,Mehsana,Fatehpura Circle,At Fatehpura Bypass Circle,Palanpur to Mehsana & Bypass,20 x 10,Upper,Hoarding,NL,23.6423426,72.3859907,GOV - MMC,200,
MEFC-PM-M,Mehsana,Fatehpura Circle,At Fatehpura Bypass Circle,Palanpur to Mehsana & Bypass,20 x 10,Middle,Hoarding,NL,23.6423426,72.3859907,GOV - MMC,200,
MEFC-PM-D,Mehsana,Fatehpura Circle,At Fatehpura Bypass Circle,Palanpur to Mehsana & Bypass,20 x 10,Lower,Hoarding,NL,23.6423426,72.3859907,GOV - MMC,200,
MEFC-BM-S,Mehsana,Fatehpura Circle,At Fatehpura Bypass Circle,Bypass to Mehsana & Palanpur,20 x 10,Solo,Hoarding,NL,23.6429489,72.385977,GOV - MMC,200,
MEFC-PM-S1,Mehsana,Fatehpura Circle,At Fatehpura Bypass Circle,Palanpur to Mehsana & Bypass,20 x 21,Solo,Hoarding,NL,23.643175,72.3859257,GOV - MMC,400,
MEFC-PM-S2,Mehsana,Fatehpura Circle,At Fatehpura Bypass Circle,Palanpur to Mehsana & Bypass,39 x 21,Solo,Hoarding,NL,23.6435546,72.3858744,GOV - MMC,800,
MEFC-BP-S,Mehsana,Fatehpura Circle,"At Fatehpura Bypass Circle, Nr. Malgudi Hotel",Bypass & Mehsana to Palanpur,20 x 21,Solo,Hoarding,NL,23.643686,72.3854533,GOV - MMC,400,
MEFC-PM-S3,Mehsana,Fatehpura Circle,"At Fatehpura Bypass Circle, Nr. Malgudi Hotel",Palanpur to Mehsana,20 x 21,Solo,Hoarding,NL,23.643686,72.3854533,GOV - MMC,400,
MEFC-PM-LU,Mehsana,Fatehpura Circle,"Nr. Fatepura Bypass Circle, Nr. Ashok Layland Showroom",Palanpur to Mehsana,40 x 20,LHS Upper,Hoarding,NL,23.6284069,72.3888057,Private,800,Zarin Gas Ashok Layland
MEFC-PM-LD,Mehsana,Fatehpura Circle,"Nr. Fatepura Bypass Circle, Nr. Ashok Layland Showroom",Palanpur to Mehsana,40 x 20,LHS Lower,Hoarding,NL,23.6284069,72.3888057,Private,800,
MEFC-PM-RU,Mehsana,Fatehpura Circle,"Nr. Fatepura Bypass Circle, Nr. Ashok Layland Showroom",Palanpur to Mehsana,40 x 20,RHS Upper,Hoarding,NL,23.6284069,72.3888057,Private,800,
MEFC-PM-RD,Mehsana,Fatehpura Circle,"Nr. Fatepura Bypass Circle, Nr. Ashok Layland Showroom",Palanpur to Mehsana,40 x 20,RHS Lower,Hoarding,NL,23.6284069,72.3888057,Private,800,
MERB-PM-U,Mehsana,Ramosana Bridge,Ramosana Bridge,Palanpur to Mehsana,30 x 15,Upper,Hoarding,NL,23.618167,72.3863341,Private,450,Keshaji Pathuji
MERB-PM-D,Mehsana,Ramosana Bridge,Ramosana Bridge,Palanpur to Mehsana,30 x 15,Lower,Hoarding,NL,23.618167,72.3863341,Private,450,
MERB-PA-U,Mehsana,Ramosana Bridge,Ramosana Bridge,Mehsana to Palanpur,30 x 15,Upper,Hoarding,NL,23.618167,72.3863341,Private,450,
MERB-PA-D,Mehsana,Ramosana Bridge,Ramosana Bridge,Mehsana to Palanpur,30 x 15,Lower,Hoarding,NL,23.618167,72.3863341,Private,450,
MERB-FB-S,Mehsana,Ramosana Bridge,Ramosana Circle,Rahdanpur Circle to Fatepura Bypass & Manav Ashram Circle,20 x 10,Solo,Hoarding,NL,23.6173966,72.3852105,GOV - MMC,200,MMC
MEJH-BN-U,Mehsana,Joyos Hub town,"Opp. Joyos Hub Town, Nr. BK Cenema ",Modhera Circle to Bhamariya Nala,20 x 10,Upper,Hoarding,NL,23.5947578,72.3834131,Private,200,Sharda Society
MEJH-BN-D,Mehsana,Joyos Hub town,"Opp. Joyos Hub Town, Nr. BK Cenema ",Modhera Circle to Bhamariya Nala,20 x 10,Lower,Hoarding,NL,23.5947578,72.3834131,Private,200,
MEJH-BK-L,Mehsana,Joyos Hub town,"Opp. Joyos Hub Town, Nr. BK Cenema ",Aashray Hotel to BK Road,20 x 21,LHS,Hoarding,NL,23.5947578,72.3834131,Private,400,
MEJH-BK-C,Mehsana,Joyos Hub town,"Opp. Joyos Hub Town, Nr. BK Cenema ",Aashray Hotel to BK Road,20 x 21,Centre,Hoarding,NL,23.5947578,72.3834131,Private,400,
MEJH-BK-R,Mehsana,Joyos Hub town,"Opp. Joyos Hub Town, Nr. BK Cenema ",Aashray Hotel to BK Road,20 x 21,RHS,Hoarding,NL,23.5947578,72.3834131,Private,400,
MEBN-MC-U,Mehsana,Bhamariya Nala,"Opp. Apna Bazar, Nr. Bhamariya Nala",Bhamariya Nala to Modhera circle,20 x 10,Upper,Hoarding,NL,23.5955806,72.3875575,Private,200,R B Shah
MEBN-MC-D,Mehsana,Bhamariya Nala,"Opp. Apna Bazar, Nr. Bhamariya Nala",Bhamariya Nala to Modhera circle,20 x 10,Lower,Hoarding,NL,23.5955806,72.3875575,Private,200,
MEBN-MC-S,Mehsana,Bhamariya Nala,Nr. Bhamariya Nala,Bhamariya Nala to Modhera circle,20 x 10,Solo,Hoarding,NL,23.5960627,72.3885298,Gov - MMC,200,MMC
MEMG-RP-S,Mehsana,Malgodown,At Malgodown,Bhamariya Nala to Rajkamal Petrol pump,20 x 10,Solo,Hoarding,NL,23.5971347,72.3884386,GOV - MMC,200,
MEBN-MB-U1,Mehsana,Bhamariya Nala,"Nr. Bhamariya Nala, Opp APMC Gate",Bhamariya Nala to Main Bazar,20 x 10,Upper,Hoarding,NL,23.596868,72.3894079,Private,200,DUMMY-05
MEBN-MB-D1,Mehsana,Bhamariya Nala,"Nr. Bhamariya Nala, Opp APMC Gate",Bhamariya Nala to Main Bazar,20 x 10,Lower,Hoarding,NL,23.596868,72.3894079,Private,200,
MEBN-MB-U2,Mehsana,Bhamariya Nala,"Opp. Dutt Temple, Krishna Dhal",Bhamariya Nala to Main Bazar,20 x 10,Upper,Hoarding,NL,23.59759,72.3898001,Private,200,Kalpesh Medical
MEBN-MB-D2,Mehsana,Bhamariya Nala,"Opp. Dutt Temple, Krishna Dhal",Bhamariya Nala to Main Bazar,20 x 10,Lower,Hoarding,NL,23.59759,72.3898001,Private,200,
MEKD-MB-S1,Mehsana,Krushna No Dhal,"Krushna No Dhal, Nr. Krishna Shopping Centre",Bhamariya Nala to Main Bazar,15 x 20,Solo,Hoarding,NL,23.5987317,72.3903855,Private,300,Krishna Shopping
MEKD-MB-LU1,Mehsana,Krushna No Dhal,Krushna No Dhal,Bhamariya Nala to Main Bazar,15 x 10,LHS Upper,Hoarding,NL,23.5992998,72.3906675,GOV - Railway,150,Mehsana Railway
MEKD-MB-LD1,Mehsana,Krushna No Dhal,Krushna No Dhal,Bhamariya Nala to Main Bazar,15 x 10,LHS Lower,Hoarding,NL,23.5992998,72.3906675,GOV - Railway,150,
MEKD-MB-LU2,Mehsana,Krushna No Dhal,Krushna No Dhal,Bhamariya Nala to Main Bazar,15 x 10,LHS Second Upper,Hoarding,NL,23.5992998,72.3906675,GOV - Railway,150,
MEKD-MB-LD2,Mehsana,Krushna No Dhal,Krushna No Dhal,Bhamariya Nala to Main Bazar,15 x 10,LHS SEcond Lower,Hoarding,NL,23.5992998,72.3906675,GOV - Railway,150,
MEKD-MB-RU1,Mehsana,Krushna No Dhal,Krushna No Dhal,Bhamariya Nala to Main Bazar,15 x 10,RHS Upper,Hoarding,NL,23.5992998,72.3906675,GOV - Railway,150,
MEKD-MB-RD1,Mehsana,Krushna No Dhal,Krushna No Dhal,Bhamariya Nala to Main Bazar,15 x 10,RHS Lower,Hoarding,NL,23.5992998,72.3906675,GOV - Railway,150,
MEKD-MB-RU2,Mehsana,Krushna No Dhal,Krushna No Dhal,Bhamariya Nala to Main Bazar,15 x 10,RHS Second Upper,Hoarding,NL,23.5992998,72.3906675,GOV - Railway,150,
MEKD-MB-RD2,Mehsana,Krushna No Dhal,Krushna No Dhal,Bhamariya Nala to Main Bazar,15 x 10,RHS Second Lower,Hoarding,NL,23.5992998,72.3906675,GOV - Railway,150,
MEKD-MB-R2,Mehsana,Krushna No Dhal,Krushna No Dhal,Bhamariya Nala to Main Bazar,20 x 10,RHS,Hoarding,NL,23.5992998,72.3906675,GOV - MMC,200,MMC
MEKD-BN-L,Mehsana,Krushna No Dhal,Krushna No Dhal,Main Bazar to Bhamariya Nala,20 x 10,LHS,Hoarding,NL,23.5992076,72.3907999,GOV - MMC,200,
MEKD-BN-R,Mehsana,Krushna No Dhal,Krushna No Dhal,Main Bazar to Bhamariya Nala,20 x 10,RHS,Hoarding,NL,23.5992076,72.3907999,GOV - MMC,200,
MEKD-MB-R3,Mehsana,Krushna No Dhal,Nr. Krishna Shopping Centre,Bhamariya Nala to Main Bazar,15 x 10,RHS,Hoarding,NL,23.5993763,72.3902766,GOV - Railway,150,Mehsana Railway
MEKD-MB-L3,Mehsana,Krushna No Dhal,Nr. Krishna Shopping Centre,Bhamariya Nala to Main Bazar,15 x 10,LHS,Hoarding,NL,23.5993763,72.3902766,GOV - Railway,150,
MEKD-BN-S2,Mehsana,Krushna No Dhal,Nr. Krishna Shopping Centre,Main Bazar to Bhamariya Nala,30 x 20,Solo,Hoarding,NL,23.5991962,72.3903359,Private,600,Krishna Shopping
METC-MB-S,Mehsana,Toranwali Chowk,Opp. BJP Office,Krishna No dhal to Main Bazar,20 x 10,Solo,Hoarding,NL,23.6008903,72.3903728,GOV - MMC,200,MMC
METC-MB-RU,Mehsana,Toranwali Chowk,Toranvali mata Chowk,Main Bazar,20 x 10,RHS Upper,Hoarding,NL,23.6020934,72.390238,GOV - Railway,200,Mehsana Railway
METC-MB-RM,Mehsana,Toranwali Chowk,Toranvali mata Chowk,Main Bazar,20 x 10,RHS Middle,Hoarding,NL,23.6020934,72.390238,GOV - Railway,200,
METC-MB-RD,Mehsana,Toranwali Chowk,Toranvali mata Chowk,Main Bazar,20 x 10,RHS Lower,Hoarding,NL,23.6020934,72.390238,GOV - Railway,200,
METC-MB-LU,Mehsana,Toranwali Chowk,Toranvali mata Chowk,Main Bazar,20 x 10,LHS Upper,Hoarding,NL,23.6020934,72.390238,GOV - Railway,200,
METC-MB-LM,Mehsana,Toranwali Chowk,Toranvali mata Chowk,Main Bazar,20 x 10,LHS Middle,Hoarding,NL,23.6020934,72.390238,GOV - Railway,200,
METC-MB-LD,Mehsana,Toranwali Chowk,Toranvali mata Chowk,Main Bazar,20 x 10,LHS Lower,Hoarding,NL,23.6020934,72.390238,GOV - Railway,200,
METC-SC-R1,Mehsana,Toranwali Chowk,"Opp. Town Hall, Nr. Mangalam Coldrink",Gopinala to Samarpan Chowk,20 x 10,RHS First,Hoarding,NL,23.603813,72.3910098,GOV - MMC,200,MMC
METC-SC-R2,Mehsana,Toranwali Chowk,"Opp. Town Hall, Nr. Mangalam Coldrink",Gopinala to Samarpan Chowk,20 x 10,RHS Second,Hoarding,NL,23.603813,72.3910098,GOV - MMC,200,
METC-BS-S,Mehsana,Toranwali Chowk,Opp. Sarvajanik School,Nagrik Bank to Bus Stand,20 x 10,Solo,Hoarding,NL,23.6050754,72.3919757,Private,200,DUMMY-06
MESC-SC-U,Mehsana,Samarpan Chowk,At Haidari Chowk,Biladi Baug to Samarpan Chowk & Fuvara,20 x 10,Upper,Hoarding,NL,23.6054984,72.3963072,Private,200,Niranjan Chavda
MESC-SC-D,Mehsana,Samarpan Chowk,At Haidari Chowk,Biladi Baug to Samarpan Chowk & Fuvara,20 x 10,Lower,Hoarding,NL,23.6054984,72.3963072,Private,200,
MESC-FV-U,Mehsana,Samarpan Chowk,At Samarpan Chowk,Samarpan Chowk to Fuvara,20 x 10,Upper,Hoarding,NL,23.6057488,72.3978558,Private,200,
MESC-FV-D,Mehsana,Samarpan Chowk,At Samarpan Chowk,Samarpan Chowk to Fuvara,20 x 10,Lower,Hoarding,NL,23.6057488,72.3978558,Private,200,
MESC-PT-RU,Mehsana,Samarpan Chowk,Para Tower,Siddhpuri Bazar to Para Tower,20 x 10,RHS Upper,Hoarding,NL,23.6026563,72.3982555,Private,200,DUMMY-07
MESC-PT-RD,Mehsana,Samarpan Chowk,Para Tower,Siddhpuri Bazar to Para Tower,20 x 10,RHS Lower,Hoarding,NL,23.6026563,72.3982555,Private,200,
MESC-PT-LU,Mehsana,Samarpan Chowk,Para Tower,Siddhpuri Bazar to Para Tower,20 x 10,LHS Upper,Hoarding,NL,23.6026563,72.3982555,Private,200,
MESC-PT-LD,Mehsana,Samarpan Chowk,Para Tower,Siddhpuri Bazar to Para Tower,20 x 10,LHS Lower,Hoarding,NL,23.6026563,72.3982555,Private,200,
MEBB-BB-L,Mehsana,Biladi Baug,Jhulelal Chowk,Haidri Chowk to Biladi Baug,20 x 10,LHS,Hoarding,NL,23.609444,72.396388,GOV - MMC,200,MMC
MEBB-BB-L2,Mehsana,Biladi Baug,Biladi Baug ,Manav Ashram To Biladi Bagh ,20 x 10 ,LHS Second ,Hoarding,NL,23.6112,72.3966964,GOV - MMC,200,
MEBB-BB-L3,Mehsana,Biladi Baug,Biladi Baug ,Manav Ashram To Biladi Bagh ,20 x 10 ,LHS Third,Hoarding,NL,23.6112,72.3966964,GOV - MMC,200,
MEBB-BB-L4,Mehsana,Biladi Baug,Biladi Baug ,Manav Ashram To Biladi Bagh ,20 x 10 ,LHS Fourth,Hoarding,NL,23.6112,72.3966964,GOV - MMC,200,
MEBB-BB-U,Mehsana,Biladi Baug,"Nr. Passport Office Circle, Opp. GEB",Manav Ashram To Biladi Bagh ,20 x 10 ,Upper,Hoarding,NL,23.6114132,72.3999325,Private,200,
MEBB-BB-D,Mehsana,Biladi Baug,"Nr. Passport Office Circle, Opp. GEB",Manav Ashram To Biladi Bagh ,20 x 10 ,Lower,Hoarding,NL,23.6114132,72.3999325,Private,200,
MEBB-MA-U,Mehsana,Biladi Baug,"Nr. Passport Office Circle, Opp. GEB",Biladi Baug to Manav Ashram,20 x 10 ,Upper,Hoarding,NL,23.6114132,72.3999325,Private,200,
MEBB-MA-D,Mehsana,Biladi Baug,"Nr. Passport Office Circle, Opp. GEB",Biladi Baug to Manav Ashram,20 x 10 ,Lower,Hoarding,NL,23.6114132,72.3999325,Private,200,
MEMA-BB-U,Mehsana,Manav Ashram,"Opp. Anup Aarcade, Nr. Manav Ashram Circle",Manav Ashram To Biladi Bagh ,20 x 10,Upper,Hoarding,NL,23.6121997,72.4019237,Private,200,Mazhar Saiyad
MEMA-MA-S1,Mehsana,Manav Ashram,"Opp. Decent Hotel, Nr. Dhanlaxmi Market",Biladi Baug to Manav Ashram,20 x 30,Solo,Hoarding,NL,23.6134291,72.4040722,Private,600,Vakil Manav Ashram
MEMA-BB-U2,Mehsana,Manav Ashram,"Opp. Decent Hotel, Nr. Dhanlaxmi Market",Manav Ashram To Biladi Bagh ,30 x 20,Upper,Hoarding,NL,23.6134291,72.4040722,Private,600,
MEMA-BB-D2,Mehsana,Manav Ashram,"Opp. Decent Hotel, Nr. Dhanlaxmi Market",Manav Ashram To Biladi Bagh ,30 x 10,Lower,Hoarding,NL,23.6134291,72.4040722,Private,300,
MEMA-MA-S2,Mehsana,Manav Ashram,"Opp. Astha Mall, Nr. Manav Ashram Circle",Biladi Baug to Manav Ashram,20 x 10,Solo,Hoarding,NL,23.614571,72.4066806,Private,200,Shyambhai Desai
MEMA-MA-S3,Mehsana,Manav Ashram,At Manav Ashram Circle,Ramosana to Manav Ashram Circle,20 x 10,Solo,Hoarding,NL,23.6152207,72.407728,GOV - MMC,200,MMC
MEMA-MA-S4,Mehsana,Manav Ashram,"Nr. Manav Ashram Circle, Ramosana Road",Ramosana to Manav Ashram Circle,20 x 10,Solo,Hoarding,NL,23.61529,72.4066,Private,200,Narsinhbhai Chaudhary
MEMA-MA-S5,Mehsana,Manav Ashram,"Nr. Manav Ashram Circle, Ramosana Road",Ramosana to Manav Ashram Circle,20 x 10,Solo,Hoarding,NL,23.6151974,72.4059826,Private,200,
MEMA-RA-S,Mehsana,Manav Ashram,"Nr. Manav Ashram Circle, Ramosana Road",Manav Ashram Circle to Ramosana,20 x 10,Solo,Hoarding,NL,23.6151974,72.4059826,Private,200,
MEMA-VR-U,Mehsana,Manav Ashram,At Manav Ashram Circle,Biladi Baug to Visnagar & Ramosana & Rampura ,20 x 10,Upper,Hoarding,NL,23.6152554,72.4081957,Private,200,Manav Ashram
MEMA-VR-D,Mehsana,Manav Ashram,At Manav Ashram Circle,Biladi Baug to Visnagar & Ramosana & Rampura ,20 x 10,Lower,Hoarding,NL,23.6152554,72.4081957,Private,200,
MEVR-ME-U,Mehsana,Visnagar Road,"Nr. Ratna Vihar Party Plot, Mehsana Entry",Visnagar to Mehsana,30 x 10,Upper,Hoarding,NL,23.6167241,72.4117118,Private,300,Rutvik Chaudhary
MEVR-ME-M,Mehsana,Visnagar Road,"Nr. Ratna Vihar Party Plot, Mehsana Entry",Visnagar to Mehsana,30 x 10,Middle,Hoarding,NL,23.6167241,72.4117118,Private,300,
MEVR-ME-D,Mehsana,Visnagar Road,"Nr. Ratna Vihar Party Plot, Mehsana Entry",Visnagar to Mehsana,30 x 10,Lower,Hoarding,NL,23.6167241,72.4117118,Private,300,
MEVR-VS-U,Mehsana,Visnagar Road,Opp. One Ten Hotel,Mehsana to Visnagar,30 x 10,Upper,Hoarding,NL,23.6180392,72.4148258,Private,300,DUMMY-08
MEVR-VS-M,Mehsana,Visnagar Road,Opp. One Ten Hotel,Mehsana to Visnagar,30 x 10,Middle,Hoarding,NL,23.6180392,72.4148258,Private,300,
MEVR-VS-D,Mehsana,Visnagar Road,Opp. One Ten Hotel,Mehsana to Visnagar,30 x 10,Lower,Hoarding,NL,23.6180392,72.4148258,Private,300,
MEVR-ME-U2,Mehsana,Visnagar Road,Opp. One Ten Hotel,Visnagar to Mehsana,30 x 10,Upper,Hoarding,NL,23.6180392,72.4148258,Private,300,
MEVR-ME-M2,Mehsana,Visnagar Road,Opp. One Ten Hotel,Visnagar to Mehsana,30 x 10,Middle,Hoarding,NL,23.6180392,72.4148258,Private,300,
MEVR-ME-D2,Mehsana,Visnagar Road,Opp. One Ten Hotel,Visnagar to Mehsana,30 x 10,Lower,Hoarding,NL,23.6180392,72.4148258,Private,300,
MESB-MP-U,Mehsana,Sai Baba Temple,Nr. Sai Baba Temple,Rampura Circle to Manav Ashram & Pata Tower,20 x 10,Upper,Hoarding,NL,23.5990712,72.408589,GOV - MMC,200,MMC
MESB-MP-D,Mehsana,Sai Baba Temple,Nr. Sai Baba Temple,Rampura Circle to Manav Ashram & Pata Tower,20 x 10,Lower,Hoarding,NL,23.5990712,72.408589,GOV - MMC,200,
MERP-OC-S,Mehsana,Rampura Circle,At. Rampura Circle,Vijapur to ONGC Circle & Gozariya,20 x 10,Solo,Hoarding,NL,23.564619,72.4250289,GOV - MMC,200,
MEGN-FV-U,Mehsana,Gopi Nala,"Bus Stand, Raj Mahel Road",Biladi Baug to Fuvara,20 x 10,Upper,Hoarding,NL,23.6072093,72.3914007,GOV - MMC,200,
MEGN-FV-D,Mehsana,Gopi Nala,"Bus Stand, Raj Mahel Road",Biladi Baug to Fuvara,20 x 10,Lower,Hoarding,NL,23.6072093,72.3914007,GOV - MMC,200,
MEGN-RC-U,Mehsana,Gopi Nala,Nr. New Railway Station,Gopinala to Radhanpur Circle,20 x 10,Upper,Hoarding,NL,23.603985,72.3881311,GOV - Railway,200,Mehsana Railway
MEGN-RC-D,Mehsana,Gopi Nala,Nr. New Railway Station,Gopinala to Radhanpur Circle,20 x 10,Lower,Hoarding,NL,23.603985,72.3881311,GOV - Railway,200,
MEGU-EX-T,Mehsana,Ganpat University,"Opp. Ganpat Collage, Kherva",Exit from Ganpat Collage,20 x 10,Teress,Hoarding,NL,23.5307067,72.4581368,Private,200,Krunal Construction
MEGU-EX-G,Mehsana,Ganpat University,"Opp. Ganpat Collage, Kherva",Exit from Ganpat Collage,20 x 10,Ground,Hoarding,NL,23.5303953,72.4584526,Private,200,
MEGU-EX-L,Mehsana,Ganpat University,"Opp. Ganpat Collage, Kherva",Exit from Ganpat Collage,20 x 10,LHS,Hoarding,NL,23.5305494,72.4584348,Private,200,
MEGU-EX-R,Mehsana,Ganpat University,"Opp. Ganpat Collage, Kherva",Exit from Ganpat Collage,20 x 10,RHS,Hoarding,NL,23.5305494,72.4584348,Private,200,
NAAH-ME-U,Nandasan,Ahmedabad Mehsana Highway,"Nr. Shiv Shakti Hotel, Ganeshpura",Ahmedabad to Mehsana,30 x 15,Upper,Hoarding,NL,23.4005435,72.39843348,Private,450,Manoj Patel
NAAH-ME-D,Nandasan,Ahmedabad Mehsana Highway,"Nr. Shiv Shakti Hotel, Ganeshpura",Ahmedabad to Mehsana,30 x 15,Lower,Hoarding,NL,23.4005435,72.39843348,Private,450,
NAAH-AH-U,Nandasan,Ahmedabad Mehsana Highway,"Nr. Shiv Shakti Hotel, Ganeshpura",Mehsana to Ahmedabad,30 x 15,Upper,Hoarding,NL,23.4005435,72.39843348,Private,450,
NAAH-AH-D,Nandasan,Ahmedabad Mehsana Highway,"Nr. Shiv Shakti Hotel, Ganeshpura",Mehsana to Ahmedabad,30 x 15,Lower,Hoarding,NL,23.4005435,72.39843348,Private,450,
NANB-AH-S,Nandasan,Nandasan Bridge,Opp. Meldi mata Temple,Mehsana to Ahmedabad,30 x 40,Solo,Hoarding,NL,23.373483,72.4077847,Private,1200,Rajubhai Patel Umanagar
NANB-NA-R,Nandasan,Nandasan Bridge,Nandasan Bridge,Mehsana to Nandasan & Ahmedabad,20 x 10,RHS,Hoarding,NL,23.3794697,72.4060406,GOV - GRICL,200,GRICL
NANB-AM-L,Nandasan,Nandasan Bridge,Nandasan Bridge,Nandasan to Ahmedabad & Mehsana,20 x 10,LHS,Hoarding,NL,23.3798618,72.4056627,GOV - GRICL,200,
CHCB-ME-S,Chhatral,Chhatral Bridge,Chhartal GIDC,Ahmedabad to Mehsana,30 x 30,Solo,Hoarding,NL,23.2840231,72.440343,Private,900,Pravinbhai Patel Kukarvada
CHCB-AH-U,Chhatral,Chhatral Bridge,Nr. Chhatral Bridge,Mehsana to Ahmedabad,20 x 10,Upper,Hoarding,NL,23.2840231,72.440343,Private,200,
CHCB-AH-M,Chhatral,Chhatral Bridge,Nr. Chhatral Bridge,Mehsana to Ahmedabad,20 x 10,Middle,Hoarding,NL,23.2840231,72.440343,Private,200,
CHCB-AH-D,Chhatral,Chhatral Bridge,Nr. Chhatral Bridge,Mehsana to Ahmedabad,20 x 10,Lower,Hoarding,NL,23.2840231,72.440343,Private,200,
CHCB-AH-S1,Chhatral,Chhatral Bridge,"Opp. V Trans, Chhatral Bridge",Mehsana to Ahmedabad,20 x 10,Solo,Hoarding,NL,23.2760699,72.4445128,Private,200,Gitaben
CHCB-ME-S2,Chhatral,Chhatral Bridge,"Opp. V Trans, Chhatral Bridge",Ahmedabad to Mehsana,20 x 15,Solo,Hoarding,NL,23.2759402,72.4447167,Private,300,Shaileshbhai Chhatral
CHCB-AH-S2,Chhatral,Chhatral Bridge,Nr. Mansarovar Township,Mehsana to Ahmedabad,20 x 10,Solo,Hoarding,NL,23.274018,72.4513709,GOV - GRICL,200,GRICL
CHCB-KD-S,Chhatral,Chhatral Bridge,"Opp. Chhatral Police Chowki, Main Circle",Ahmedabad & Mehsana to Kadi,20 x 15,Solo,Hoarding,NL,23.277759,72.441231,GOV - GRICL,300,
CHCB-KD-S2,Chhatral,Chhatral Bridge,Main Circle,Ahmedabad to Kadi & Mehsana,20 x 10,Solo,Hoarding,NL,23.278095,72.441584,GOV - GRICL,200,
KAAH-AH-U1,Kalol,Amrit Hotel,"Opp. Oswal, Idustries",Mehsana to Ahmedabad,40 x 20,Upper,Hoarding,NL,23.260456,72.474186,Private,800,Maheshbhai Kushan Farm
KAAH-AH-U2,Kalol,Amrit Hotel,"Opp. Oswal, Idustries",Mehsana to Ahmedabad,40 x 20,Upper,Hoarding,NL,23.260456,72.474186,Private,800,
KADM-EX-L1,Kalol,Dmart,Opp. Dmart Mall,From Dmart Exit,20 x 10,LHS First,Hoarding,NL,23.250076,72.48529,GOV - GRICL,200,GRICL
KADM-EX-L2,Kalol,Dmart,Opp. Dmart Mall,From Dmart Exit,20 x 10,LHS Second,Hoarding,NL,23.250076,72.48529,GOV - GRICL,200,
