Hoarding Code,City,(Area/Zone),Location / Landmark,Facing Direction,Size (Width x Height),Position,Hoarding Type,Illumination,Latitude,Longitude,Ownership,Sq. Ft.,Landlord
UNUT-EX-R,Unjha,Umiyamata Temple,Umiyamata Temple Chowk,Umiyamata Temple Exit,20 x 21,RHS,Hoarding,NL,23.8008927,72.3962884,GOV - Unjha Nagarpalika,400,Unjha Nagarpalika
UNUT-CA-S,Unjha,Umiyamata Temple,Umiyamata Temple Chowk,Umiyamata Temple to City & Agni Circle,20 x 21,Solo,Hoarding,NL,23.8009348,72.3960363,GOV - Unjha Nagarpalika,400,Unjha Nagarpalika
UNUT-EX-S2,Unjha,Umiyamata Temple,Umiyamata Temple Chowk,Umiyamata Temple Exit,41 x 10,Solo,Hoarding,NL,23.8014514,72.3959471,GOV - Unjha Nagarpalika,400,Unjha Nagarpalika
UNUT-EX-S3,Unjha,Umiyamata Temple,Umiyamata Temple Chowk,Umiyamata Temple Exit,12 x 20,Solo,Hoarding,NL,23.8017501,72.3958328,GOV - Unjha Nagarpalika,240,Unjha Nagarpalika
UNUT-EX-S4,Unjha,Umiyamata Temple,Umiyamata Temple Chowk,Umiyamata Temple Exit,18 x 21,Solo,Hoarding,NL,23.8019041,72.3957107,Private,360,Vivek Uma Pan
UNVC-UT-S,Unjha,Vaadipara Chowk,Nr. Falku Canal,Old Bazar to Umiyamata Temple,20 x 10,Solo,Hoarding,NL,23.8073656,72.3921125,GOV - Unjha Nagarpalika,200,Unjha Nagarpalika
UNAC-UT-L,Unjha,Agni Circle,At. Agni Circle ,Aithore to Umiyamata Temple,20 x 25,LHS,Hoarding,NL,23.7978012,72.3953815,GOV - Unjha Nagarpalika,500,Unjha Nagarpalika
UNAC-HW-U,Unjha,Agni Circle,"Behind APMC Marcket, Umiyamata Temple road",City to Highway,20 x 10,Upper,Hoarding,NL,23.7984917,72.3889646,Private,200,Hemant Patel
UNAC-HW-D,Unjha,Agni Circle,"Behind APMC Marcket, Umiyamata Temple road",City to Highway,20 x 10,Lower,Hoarding,NL,23.7984917,72.3889646,Private,200,Hemant Patel
UNAC-CT-S,Unjha,Agni Circle,"Behind APMC Marcket, Umiyamata Temple road",Highway to City,20 x 15,Solo,Hoarding,NL,23.7984917,72.3889646,Private,300,Hemant Patel
PADH-UN-S,Patan,Dharpur,Medical Collage,Patan to Unjha,25 x 25,Solo,Hoarding,NL,23.8442163,72.1905586,Private,625,Shambhuji Thakor
PAHA-US-L,Patan,Hansapur,At. Hansapur Circle ,Patan to Unjha & Siddhpur,20 x 20,LHS,Hoarding,NL,23.8526326,72.1445919,Private,400,Vipul Parmar
PAHA-US-R,Patan,Hansapur,At. Hansapur Circle ,Patan to Unjha & Siddhpur,20 x 20,RHS,Hoarding,NL,23.8526326,72.1445919,Private,400,Vipul Parmar
PANC-DC-S,Patan,Navjivan Circle,Nr. Navjivan Hotel,Deesa to Chanashma ,30 x 30,Solo,Hoarding,NL,23.8511463,72.1378898,Private,900,Arvind Patel
PANC-JH-R,Patan,Navjivan Circle,Opp. Tirupati Marcket,Navjivan Circle to Janta Hospital,20 x 20,RHS,Hoarding,NL,23.8509249,72.1365651,Private,400,Vinaybhai Patel Exide Battrry
PANC-JH-L,Patan,Navjivan Circle,Opp. Tirupati Marcket,Navjivan Circle to Janta Hospital,20 x 20,LHS,Hoarding,NL,23.8509249,72.1365651,Private,400,Vinaybhai Patel Exide Battrry
PAJH-NC-L,Patan,Navjivan Circle,Opp. Tirupati Marcket,Janta Hospital to Navjivan Circle,20 x 20,LHS,Hoarding,NL,23.8509249,72.1365651,Private,400,Vinaybhai Patel Exide Battrry
PAJH-NC-R,Patan,Navjivan Circle,Opp. Tirupati Marcket,Janta Hospital to Navjivan Circle,20 x 20,RHS,Hoarding,NL,23.8509249,72.1365651,Private,400,Vinaybhai Patel Exide Battrry
PAJH-JH-U,Patan,Janta Hospital,B M Highschool,Subhas Chowk to Janta Hospital,20 x 10,Upper,Hoarding,NL,23.8492454,72.1303507,Private,200,Ravibhai Nayak
PAJH-JH-D,Patan,Janta Hospital,B M Highschool,Subhas Chowk to Janta Hospital,20 x 10,Lower,Hoarding,NL,23.8492454,72.1303507,Private,200,Ravibhai Nayak
PAJH-SC-U,Patan,Janta Hospital,B M Highschool,Janta Hospital to Subhas Chowk,20 x 10,Upper,Hoarding,NL,23.8492454,72.1303507,Private,200,Ravibhai Nayak
PAJH-SC-D,Patan,Janta Hospital,B M Highschool,Janta Hospital to Subhas Chowk,20 x 10,Lower,Hoarding,NL,23.8492454,72.1303507,Private,200,Ravibhai Nayak
PANC-PC-L,Patan,Navjivan Circle,Railway Overbridge,Navjivan Circle to Padmanaabh Circle,25 x 31,LHS,Hoarding,NL,23.8441617,72.1366556,Private,750,Sureshbhai Kence Avenue
PANC-PC-R,Patan,Navjivan Circle,Railway Overbridge,Navjivan Circle to Padmanaabh Circle,20 x 20,RHS,Hoarding,NL,23.844054,72.1365258,Private,400,Sureshbhai Kence Avenue
PAPC-NC-S,Patan,Navjivan Circle,Railway Overbridge,Padmanaabh Circle to Navjivan Circle,30 x 20,Solo,Hoarding,NL,23.8439878,72.1364937,Private,600,Sureshbhai Kence Avenue
PAPC-CT-S,Patan,Padmanaabh Circle,Opp. Police Chowki,Chanashma to City,20 x 10,Solo,Hoarding,NL,23.8375938,72.1270057,LOF,200,LOF
PAPC-CN-L,Patan,Padmanaabh Circle,Opp. Police Chowki,Chanashma to City & Navjivan Circle,20 x 10,LHS,Hoarding,NL,23.837783,72.1267794,LOF,200,LOF
PAAS-SC-L,Patan,Anand Sarovar,At. Panchal Samaj Vaadi,Janta Hospital to Subhas Chowk,12 x 15,LHS,Hoarding,NL,23.8485588,72.127811,Private,180,Bharat Panchal Samaj Vaadi
PAAS-AS-R,Patan,Anand Sarovar,At. Panchal Samaj Vaadi,Bagvada Darwaja to Anand Sarovar,20 x 20 ,RHS,Hoarding,NL,23.8485481,72.1274868,Private,400,Bharat Panchal Samaj Vaadi
PAAS-AS-L,Patan,Anand Sarovar,At. Panchal Samaj Vaadi,Bagvada Darwaja to Anand Sarovar,20 x 20 ,LHS,Hoarding,NL,23.8485481,72.1274868,Private,400,Bharat Panchal Samaj Vaadi
PLGC-HW-L,Palanpur,Gurunanak Chowk,At. Gurunanak Chowk,City to Highway,20 x 20,LHS,Hoarding,NL,24.1711175,72.4315491,Private,400,Banas Guest House
DEMV-PA-S,Deesa,Mota Village,Nr. Bus Stop,Deesa to Palanpur,20 x 21,Solo,Hoarding,NL,24.231044,72.2720525,Private,400,Sendhaji Thakor
DERM-DE-LU,Deesa,Raajmandir,Nr. Somnath Hotel,Palanpur to Deesa,30 x 20,LHS Upper,Hoarding,NL,24.2496583,72.1978643,Private,600,Dhirenbhai Mali
DERM-DE-LD,Deesa,Raajmandir,Nr. Somnath Hotel,Palanpur to Deesa,30 x 20,LHS Lower,Hoarding,NL,24.2496583,72.1978643,Private,600,Dhirenbhai Mali
DEFC-FV-LU,Deesa,Fuvara Circle,At. Fuvara Circle,Gayatri Temple to Fuvara Circle,30 x 15,LHS Upper,Hoarding,NL,24.2566827,72.1779395,Private,450,Kariyana Merchent
DEFC-FV-LD,Deesa,Fuvara Circle,At. Fuvara Circle,Gayatri Temple to Fuvara Circle,30 x 15,LHS Lower,Hoarding,NL,24.2566827,72.1779395,Private,450,Kariyana Merchent
DEGN-GT-U,Deesa,Gulbani nagar,Nr. Dr. Jayesh shah Hospital,Fuvara Circle to Gayatri Temple,20 x 10,Upper,Hoarding,NL,24.2645245,72.1813492,Private,200,Prashantbhai
DEGN-GT-D,Deesa,Gulbani nagar,Nr. Dr. Jayesh shah Hospital,Fuvara Circle to Gayatri Temple,20 x 10,Lower,Hoarding,NL,24.2645245,72.1813492,private,200,Prashantbhai
SIBS-BD-U,Siddhpur,Bindu Sarovar Road,Nr. Genaral Hospital,Highway to Bindu Sarovar,20 x 10,Upper,Hoarding,NL,23.912971,72.3698894,private,200,Kanubhai Choise Corner
SIBS-BD-D,Siddhpur,Bindu Sarovar Road,Nr. Genaral Hospital,Highway to Bindu Sarovar,20 x 10,Lower,Hoarding,NL,23.912971,72.3698894,private,200,Kanubhai Choise Corner
SIBS-HW-U,Siddhpur,Bindu Sarovar Road,Nr. Genaral Hospital,Bindu Sarovar to Highway,15 x 10,Upper,Hoarding,NL,23.912971,72.3698894,private,150,Kanubhai Choise Corner
SIBS-HW-D,Siddhpur,Bindu Sarovar Road,Nr. Genaral Hospital,Bindu Sarovar to Highway,15 x 10,Lower,Hoarding,NL,23.912971,72.3698894,private,150,Kanubhai Choise Corner
SIBT-BS-U,Siddhpur,Bus Stand,Nr. APMC Marcket,Tavadiya Circle to Bus stand,25 x 15,Upper,Hoarding,NL,23.9218505,72.3664676,private,375,Abdul Hamid Qureshi
SIBT-BS-D,Siddhpur,Bus Stand,Nr. APMC Marcket,Tavadiya Circle to Bus stand,25 x 10,Lower,Hoarding,NL,23.9218505,72.3664676,private,250,Abdul Hamid Qureshi
SIDC-PA-S,Siddhpur,Dethali Circle,At. Dethali Circle,Mehsana to Palanpur,20 x 10,Solo,Hoarding,NL,23.9169147,72.3609721,LOF,200,LOF
MOMT-BE-S1,Modhera,Modheshwari Temple,Nr. Bus Stand,Mehsana to Bechraji,20 x 10,Solo,Hoarding,NL,23.5823577,72.1445222,Private,200,Boby Sarpanch
MOMT-BE-L,Modhera,Modheshwari Temple,Nr. Bus Stand,Mehsana to Bechraji,20 x 10,LHS,Hoarding,NL,23.5825973,72.1441463,Private,200,Boby Sarpanch
MOMT-BE-R,Modhera,Modheshwari Temple,Nr. Bus Stand,Mehsana to Bechraji,20 x 10,RHS,Hoarding,NL,23.5825973,72.1441463,Private,200,Boby Sarpanch
MOMT-ME-S1,Modhera,Modheshwari Temple,Nr. Bus Stand,Bechraji to Mehsana,20 x 10,Solo,Hoarding,NL,23.582456,72.144315,Private,200,Boby Sarpanch
MOMT-ME-S2,Modhera,Modheshwari Temple,Nr. Chanashma Circle,Bechraji to Mehsana,20 x 10,Solo,Hoarding,NL,23.5848985,72.1426155,Private,200,Vijay Modhera
MOST-BC-U,Modhera,Sun Temple,At. Chanashma Circle ,Mehsana to Bechraji & Chanashma,20 x 10,Upper,Hoarding,NL,23.584618,72.1385117,Private,200,Najimbhai
MOST-BC-D,Modhera,Sun Temple,At. Chanashma Circle ,Mehsana to Bechraji & Chanashma,20 x 10,Lower,Hoarding,NL,23.584618,72.1385117,Private,200,Najimbhai
MOST-BE-U,Modhera,Sun Temple,Opp. Sun Temple Gate,Mehsana to Bechraji,20 x 10,Upper,Hoarding,NL,23.5813403,72.1361762,Private,200,Rajesh Devipujak
MOST-BE-M,Modhera,Sun Temple,Opp. Sun Temple Gate,Mehsana to Bechraji,20 x 10,Middle,Hoarding,NL,23.5813403,72.1361762,Private,200,Rajesh Devipujak
MOST-BE-D,Modhera,Sun Temple,Opp. Sun Temple Gate,Mehsana to Bechraji,20 x 10,Lower,Hoarding,NL,23.5813403,72.1361762,Private,200,Rajesh Devipujak
MOST-ME-U,Modhera,Sun Temple,Opp. Sun Temple Gate,Bechraji to Mehsana,20 x 10,Upper,Hoarding,NL,23.5813403,72.1361762,Private,200,Rajesh Devipujak
MOST-ME-M,Modhera,Sun Temple,Opp. Sun Temple Gate,Bechraji to Mehsana,20 x 10,Middle,Hoarding,NL,23.5813403,72.1361762,Private,200,Rajesh Devipujak
MOST-ME-D,Modhera,Sun Temple,Opp. Sun Temple Gate,Bechraji to Mehsana,20 x 10,Lower,Hoarding,NL,23.5813403,72.1361762,Private,200,Rajesh Devipujak
BEKA-BE-L,Bechraji,Kalri,Opp. Bus Stand,Mehsana to Bechraji,20 x 10,LHS Lower,Hoarding,NL,23.5142671,72.0798783,Private,200,Nikul
BEKA-BE-R,Bechraji,Kalri,Opp. Bus Stand,Mehsana to Bechraji,20 x 10,RHS Lower,Hoarding,NL,23.5142671,72.0798783,Private,200,Nikul
BEHP-BE-U,Bechraji,Helipad,Nr. Manidhar Village,Mehsana to Bechraji,20 x 10 ,Upper,Hoarding,NL,23.5002224,72.0489078,Private,200,Harsh Divy Bhaskar
BEHP-BE-D,Bechraji,Helipad,Nr. Manidhar Village,Mehsana to Bechraji,20 x 10 ,Lower,Hoarding,NL,23.5002224,72.0489078,Private,200,Harsh Divy Bhaskar
BEHP-ME-U,Bechraji,Helipad,Nr. Manidhar Village,Bechraji to Mehsana,20 x 10 ,Upper,Hoarding,NL,23.5002224,72.0489078,Private,200,Harsh Divy Bhaskar
BEHP-ME-D,Bechraji,Helipad,Nr. Manidhar Village,Bechraji to Mehsana,20 x 10 ,Lower,Hoarding,NL,23.5002224,72.0489078,Private,200,Harsh Divy Bhaskar
BEHP-BE-LU,Bechraji,Helipad,Nr. Manidhar Village,Mehsana to Bechraji,20 x 10 ,LHS Upper,Hoarding,NL,23.5001498,72.0487428,Private,200,Harsh Divy Bhaskar
BEHP-BE-LD,Bechraji,Helipad,Nr. Manidhar Village,Mehsana to Bechraji,20 x 10 ,LHS Lower,Hoarding,NL,23.5001498,72.0487428,Private,200,Harsh Divy Bhaskar
BEHP-BE-RU,Bechraji,Helipad,Nr. Manidhar Village,Mehsana to Bechraji,20 x 10 ,RHS Upper,Hoarding,NL,23.5001498,72.0487428,Private,200,Harsh Divy Bhaskar
BEHP-BE-RD,Bechraji,Helipad,Nr. Manidhar Village,Mehsana to Bechraji,20 x 10 ,RHS Lower,Hoarding,NL,23.5001498,72.0487428,Private,200,Harsh Divy Bhaskar
BEHP-ME-S,Bechraji,Helipad,Nr. Manidhar Village,Bechraji to Mehsana,20 x 15,Solo,Hoarding,NL,23.5001498,72.0487428,Private,300,Harsh Divy Bhaskar
BEMV-BE-U,Bechraji,Manidhar Village,Nr. Bus Stand,Mehsana to Bechraji,20 x 10,Upper,Hoarding,NL,23.5001729,72.0480864,LOF,200,LOF
BEMV-BE-D,Bechraji,Manidhar Village,Nr. Bus Stand,Mehsana to Bechraji,20 x 10,Lower,Hoarding,NL,23.5001729,72.0480864,LOF,200,LOF
BEMV-ME-U,Bechraji,Manidhar Village,Nr. Bus Stand,Bechraji to Mehsana,20 x 10,Upper,Hoarding,NL,23.5001729,72.0480864,LOF,200,LOF
BEMV-ME-D,Bechraji,Manidhar Village,Nr. Bus Stand,Bechraji to Mehsana,20 x 10,Lower,Hoarding,NL,23.5001729,72.0480864,LOF,200,LOF
BEBS-EN-U,Bechraji,Bus Stand,At. Bus Depo,Bechraji Bus Depo Entry,20 x 10,Upper,Hoarding,NL,23.5017775,72.0463738,LOF,200,LOF
BEBS-EN-D,Bechraji,Bus Stand,At. Bus Depo,Bechraji Bus Depo Entry,20 x 10,Lower,Hoarding,NL,23.5017775,72.0463738,LOF,200,LOF
BEBN-VG-S,Bechraji,Bechar Nala,Nr. Bechar Gram Panchayat,Viramgam to Bechraji,20 x 10,Solo,Hoarding,NL,23.4948339,72.0423418,LOF,200,LOF
BEBN-VG-U,Bechraji,Bechar Nala,Nr. Bechar Nala,Bechraji to Viramgam,20 x 10,Upper,Hoarding,NL,23.4937279,72.0418053,LOF,200,LOF
BEBN-VG-D,Bechraji,Bechar Nala,Nr. Bechar Nala,Bechraji to Viramgam,20 x 10,Lower,Hoarding,NL,23.4937279,72.0418053,LOF,200,LOF
BEHA-VG-U,Bechraji,Hansalpur,Opp. Bansi Katthiyawadi Hotel,Bechraji to Viramgam,20 x 10,Upper,Hoarding,NL,23.4919196,72.0253946,Private,200,Vipul Panchal
BEHA-VG-D,Bechraji,Hansalpur,Opp. Bansi Katthiyawadi Hotel,Bechraji to Viramgam,20 x 10,Lower,Hoarding,NL,23.4919196,72.0253946,Private,200,Vipul Panchal
BEHA-BE-U,Bechraji,Hansalpur,Opp. Bansi Katthiyawadi Hotel,Viramgam to Bechraji,20 x 10,Upper,Hoarding,NL,23.4919196,72.0253946,Private,200,Vipul Panchal
BEHA-BE-D,Bechraji,Hansalpur,Opp. Bansi Katthiyawadi Hotel,Viramgam to Bechraji,20 x 10,Lower,Hoarding,NL,23.4919196,72.0253946,Private,200,Vipul Panchal
BEMP-BE-RU,Bechraji,Maruti Plant,Hansalpur T Junction,Viramgam to Bechraji,20 x 10,RHS Upper,Hoarding,NL,23.4885571,72.0175048,Private,200,Zalabhai
BEMP-BE-RD,Bechraji,Maruti Plant,Hansalpur T Junction,Viramgam to Bechraji,20 x 10,RHS Lower,Hoarding,NL,23.4885571,72.0175048,Private,200,Zalabhai
BEMP-BE-LU,Bechraji,Maruti Plant,Hansalpur T Junction,Viramgam to Bechraji,20 x 10,LHS Upper,Hoarding,NL,23.4885571,72.0175048,Private,200,Zalabhai
BEMP-BE-LD,Bechraji,Maruti Plant,Hansalpur T Junction,Viramgam to Bechraji,20 x 10,LHS Lower,Hoarding,NL,23.4885571,72.0175048,Private,200,Zalabhai
BEMP-BV-R3,Bechraji,Maruti Plant,Hansalpur T Junction,Maruti Plant to Bechraji & Vitthalapur,20 x 10,RHS Third,Hoarding,NL,23.4881998,72.0176876,Private,200,Hasanbai
BEMP-BV-L3,Bechraji,Maruti Plant,Hansalpur T Junction,Maruti Plant to Bechraji & Vitthalapur,20 x 10,LHS Third,Hoarding,NL,23.4881998,72.0176876,Private,200,Raysang bhai
BEMP-MV-R,Bechraji,Maruti Plant,Hansalpur T Junction,Bechraji to Maruti Plant & Viramgam,20 x 10,RHS,Hoarding,NL,23.4882247,72.017296,LOF,200,LOF
BENY-HA-S,Bechraji,Naviyaani,At. Naviyani Village,Naviyani to Hansalpur,20 x 10,Solo,Hoarding,NL,23.4777473,71.9659695,Private,200,Kamleeshbhai
VIJA-BE-U,Vitthalapur,Jalisana,Nr. Bus Stop,Vitthalapur to Bechraji,20 x 10,Upper,Hoarding,NL,23.3984171,72.01368,Private,200,Rameshbhai Devipujak
VIJA-BE-D,Vitthalapur,Jalisana,Nr. Bus Stop,Vitthalapur to Bechraji,20 x 10,Lower,Hoarding,NL,23.3984171,72.01368,Private,200,Rameshbhai Devipujak
VIHP-EX-L1,Vitthalapur,Honda Plant,Main Entrance Gate,Exit From the Honda Plant,20 x 10,LHS First,Hoarding,NL,23.3710972,72.0451517,Private,200,Chakubhai 
VIHP-EX-L2,Vitthalapur,Honda Plant,Main Entrance Gate,Exit From the Honda Plant,20 x 10,LHS Second,Hoarding,NL,23.3710972,72.0451517,Private,200,Chakubhai 
VIHP-HB-L,Vitthalapur,Honda Plant,Main Entrance Gate,Vitthalapur to Honda Plant & Bechraji,20 x 10,LHS,Hoarding,NL,23.3714847,72.0452509,Private,200,Chakubhai 
VIHP-HB-R,Vitthalapur,Honda Plant,Main Entrance Gate,Vitthalapur to Honda Plant & Bechraji,20 x 10,RHS Lower,Hoarding,NL,23.3714847,72.0452509,Private,200,Chakubhai 
VIVC-KM-L,Vitthalapur,Vitthalapur Circle,Opp. Police Chowki,"Kadi to Mandal, Bechraji & Viramgam",15 x 10,LHS,Hoarding,NL,23.3596791,72.052976,LOF,150,LOF
VIVC-VK-L,Vitthalapur,Vitthalapur Circle,Next to Police Chowki,"Viramgam to Kadi, Mandal & Bechraji",20 x 10,LHS,Hoarding,NL,23.3599281,72.0528594,LOF,200,LOF
VIVC-KM-S,Vitthalapur,Vitthalapur Circle,Next to Police Chowki,"Kadi to Mandal, Bechraji",20 x 10,Solo,Hoarding,NL,23.360005,72.0529278,LOF,200,LOF
VIVC-KD-L1,Vitthalapur,Vitthalapur Circle,At. Vitthalapur Circle,Vitthalapur Circle to Kadi,20 x 10,LHS First,Hoarding,NL,23.3597443,72.0534548,LOF,200,LOF
VIVC-MV-S,Vitthalapur,Vitthalapur Circle,At. Vitthalapur Circle,Mandal to Viramgam & Kadi,20 x 10,Solo,Hoarding,NL,23.3596628,72.0532604,LOF,200,LOF
VIMG-KD-U,Vitthalapur,Nr. Vitthalapur Circle,Opp. Mandal GIDC,Vitthalapur to Kadi,20 x 10,Upper,Hoarding,NL,23.3604843,72.0617777,Private,200,Hamirsinh Solanki
VIMG-KD-M,Vitthalapur,Nr. Vitthalapur Circle,Opp. Mandal GIDC,Vitthalapur to Kadi,20 x 10,Middle,Hoarding,NL,23.3604843,72.0617777,Private,200,Hamirsinh Solanki
VIMG-KD-D,Vitthalapur,Nr. Vitthalapur Circle,Opp. Mandal GIDC,Vitthalapur to Kadi,20 x 10,Lower,Hoarding,NL,23.3604843,72.0617777,Private,200,Hamirsinh Solanki
VIMG-VI-U,Vitthalapur,Nr. Vitthalapur Circle,Opp. Mandal GIDC,Kadi to Vitthalapur,20 x 10,Upper,Hoarding,NL,23.3604843,72.0617777,Private,200,Hamirsinh Solanki
VIMG-VI-M,Vitthalapur,Nr. Vitthalapur Circle,Opp. Mandal GIDC,Kadi to Vitthalapur,20 x 10,Middle,Hoarding,NL,23.3604843,72.0617777,Private,200,Hamirsinh Solanki
VIMG-VI-D,Vitthalapur,Nr. Vitthalapur Circle,Opp. Mandal GIDC,Kadi to Vitthalapur,20 x 10,Lower,Hoarding,NL,23.3604843,72.0617777,Private,200,Hamirsinh Solanki
DTDV-KD-R,Detroj,Detroj Village,Railway Crossing,Vitthalapur to Kadi,20 x 10,RHS,Hoarding,NL,23.3371863,72.1820376,Private,200,Manu Devipujak
DTDV-KD-L1,Detroj,Detroj Village,Railway Crossing,Vitthalapur to Kadi,20 x 10,LHS First,Hoarding,NL,23.337737,72.1826116,Private,200,Manu Devipujak
DTDV-KD-L3,Detroj,Detroj Village,Railway Crossing,Vitthalapur to Kadi,20 x 10,LHS Third,Hoarding,NL,23.337737,72.1826116,Private,200,Manu Devipujak
DTDV-VI-R1,Detroj,Detroj Village,Railway Crossing,Kadi to Vitthalapur,20 x 10,RHS First,Hoarding,NL,23.3375493,72.1814626,Private,200,Manu Devipujak
DTDV-VI-R2,Detroj,Detroj Village,Railway Crossing,Kadi to Vitthalapur,20 x 10,RHS Second,Hoarding,NL,23.3375493,72.1814626,Private,200,Manu Devipujak
DTDV-VI-R3,Detroj,Detroj Village,Railway Crossing,Kadi to Vitthalapur,20 x 10,RHS Third,Hoarding,NL,23.3375493,72.1814626,Private,200,Manu Devipujak
DTDV-VI-R4,Detroj,Detroj Village,Railway Crossing,Kadi to Vitthalapur,20 x 10,RHS Fourth,Hoarding,NL,23.3375493,72.1814626,Private,200,Manu Devipujak
DTDV-VI-L,Detroj,Detroj Village,Railway Crossing,Kadi to Vitthalapur,20 x 10,LHS,Hoarding,NL,23.3381071,72.1818119,Private,200,Manu Devipujak
DTMB-VI-U,Detroj,Main Bazar,Nr. Suman Nirmal Minda School,Kadi to Vitthalapur,20 x 10,Upper,Hoarding,NL,23.3349913,72.1973282,Private,200,Rahul Patel Detroj
DTMB-VI-M,Detroj,Main Bazar,Nr. Suman Nirmal Minda School,Kadi to Vitthalapur,20 x 10,Middle,Hoarding,NL,23.3349913,72.1973282,Private,200,Rahul Patel Detroj
DTMB-VI-D,Detroj,Main Bazar,Nr. Suman Nirmal Minda School,Kadi to Vitthalapur,20 x 10,Lower,Hoarding,NL,23.3349913,72.1973282,Private,200,Rahul Patel Detroj
KASV-VI-U,Kadi,Sadra Village,Opp. Mascot Indusrial Park,Kadi to Vitthalapur,20 x 10,Upper,Hoarding,NL,23.3123272,72.2616827,Private,200,Kapilbhai Desai
KASV-VI-M,Kadi,Sadra Village,Opp. Mascot Indusrial Park,Kadi to Vitthalapur,20 x 10,Middle,Hoarding,NL,23.3123272,72.2616827,Private,200,Kapilbhai Desai
KASV-VI-D,Kadi,Sadra Village,Opp. Mascot Indusrial Park,Kadi to Vitthalapur,20 x 10,Lower,Hoarding,NL,23.3123272,72.2616827,Private,200,Kapilbhai Desai
KASV-KD-U,Kadi,Sadra Village,Opp. Mascot Indusrial Park,Vitthalapur to Kadi,20 x 10,Upper,Hoarding,NL,23.3123272,72.2616827,Private,200,Kapilbhai Desai
KASV-KD-M,Kadi,Sadra Village,Opp. Mascot Indusrial Park,Vitthalapur to Kadi,20 x 10,Middle,Hoarding,NL,23.3123272,72.2616827,Private,200,Kapilbhai Desai
KASV-KD-D,Kadi,Sadra Village,Opp. Mascot Indusrial Park,Vitthalapur to Kadi,20 x 10,Lower,Hoarding,NL,23.3123272,72.2616827,Private,200,Kapilbhai Desai
KABA-VI-U,Kadi,Balasar ,Nr. Balasar Village Gate,Kadi to Vitthalapur,20 x 10,Upper,Hoarding,NL,23.2991131,72.291403,Private,200,Valubhai Desai
KABA-VI-M,Kadi,Balasar ,Nr. Balasar Village Gate,Kadi to Vitthalapur,20 x 10,Middle,Hoarding,NL,23.2991131,72.291403,Private,200,Valubhai Desai
KABA-VI-D,Kadi,Balasar ,Nr. Balasar Village Gate,Kadi to Vitthalapur,20 x 10,Lower,Hoarding,NL,23.2991131,72.291403,Private,200,Valubhai Desai
KABA-VI-S,Kadi,Balasar ,Narmada Canal,Kadi to Vitthalapur,20 x 10,Solo,Hoarding,NL,23.2997034,72.3007391,LOF,200,LOF
KABH-BH-U,Kadi,Bhagyoday Road,Nr. Vadvala Hanuman Temple,We World Theatre to Bhagyoday Hospital,30 x 10,Upper,Hoarding,NL,23.2920212,72.3324052,Private,300,Bhojak Samaj Vaadi
KABH-BH-M,Kadi,Bhagyoday Road,Nr. Vadvala Hanuman Temple,We World Theatre to Bhagyoday Hospital,30 x 10,Middle,Hoarding,NL,23.2920212,72.3324052,Private,300,Bhojak Samaj Vaadi
KABH-BH-D,Kadi,Bhagyoday Road,Nr. Vadvala Hanuman Temple,We World Theatre to Bhagyoday Hospital,30 x 10,Lower,Hoarding,NL,23.2920212,72.3324052,Private,300,Bhojak Samaj Vaadi
KAPP-CH-U,Kadi,Petrol Pump,Nr. Vrundavan Society,Kadi to Chhatral,20 x 15,Upper,Hoarding,NL,23.2983199,72.3401333,Private,300,Jaimin Bhojak 
KAPP-CH-D,Kadi,Petrol Pump,Nr. Vrundavan Society,Kadi to Chhatral,20 x 15,Lower,Hoarding,NL,23.2983199,72.3401333,Private,300,Jaimin Bhojak 
KABU-CH-U,Kadi,Budasan Village,Nr. Kadi GIDC,Kadi to Chhatral,20 x 10,Upper,Hoarding,NL,23.2853865,72.3724808,Private,200,Bhavesh Desai
KABU-CH-D,Kadi,Budasan Village,Nr. Kadi GIDC,Kadi to Chhatral,20 x 10,Lower,Hoarding,NL,23.2853865,72.3724808,Private,200,Bhavesh Desai
KAPI-TH-U,Kadi,Pirojpur,Pirojpur Canal,Kadi to Thol,20 x 10,Upper,Hoarding,NL,23.2675161,72.3468566,Private,200,Jitubhai Thakor
KAPI-TH-D,Kadi,Pirojpur,Pirojpur Canal,Kadi to Thol,20 x 10,Lower,Hoarding,NL,23.2675161,72.3468566,Private,200,Jitubhai Thakor
KAPI-KD-U,Kadi,Pirojpur,Pirojpur Canal,Thol to Kadi,20 x 10,Upper,Hoarding,NL,23.2675161,72.3468566,Private,200,Jitubhai Thakor
KAPI-KD-M,Kadi,Pirojpur,Pirojpur Canal,Thol to Kadi,20 x 10,Middle,Hoarding,NL,23.2675161,72.3468566,Private,200,Jitubhai Thakor
KAPI-KD-D,Kadi,Pirojpur,Pirojpur Canal,Thol to Kadi,20 x 10,Lower,Hoarding,NL,23.2675161,72.3468566,Private,200,Jitubhai Thakor
KAPI-KD-U2,Kadi,Pirojpur,Opp. Mangalam Oil ,Thol to Kadi,20 x 10,Upper,Hoarding,NL,23.2593564,72.34709,Private,200,Jigneshbhai Manglam Oil
KAPI-KD-M2,Kadi,Pirojpur,Opp. Mangalam Oil ,Thol to Kadi,20 x 10,Middle,Hoarding,NL,23.2593564,72.34709,Private,200,Jigneshbhai Manglam Oil
